periodConcept,Relation,ConceptLevel,Start Age£¨Ma£©,Bottom Time Uncertainty(Ma),End Age(Ma),Top Time Uncertainty(Ma),Version,positionCoding,Part of,Labal,Publication_year,
Tommotian,inScheme,Age,520-610,unspecified,unspecified,unspecified,GSL1982(Harland1983),04_33_66_33_11,Phanerozoic,TommotianGSL1982(Harland1983),1982,
Solvan,inScheme,Age,unspecified,unspecified,unspecified,unspecified,GSL1982(Harland1983),04_33_66_32_11,Phanerozoic,SolvanGSL1982(Harland1983),1982,
Maentwrogian,inScheme,Age,unspecified,unspecified,520,unspecified,GSL1982(Harland1983),04_33_66_31_11,Phanerozoic,MaentwrogianGSL1982(Harland1983),1982,
Costonian,inScheme,Age,464,unspecified,unspecified,unspecified,GSL1982(Harland1983),04_33_65_31_(22)_11,Phanerozoic,CostonianGSL1982(Harland1983),1982,
Pusgillian,inScheme,Age,unspecified,unspecified,439,unspecified,GSL1982(Harland1983),04_33_65_31_(21)_11,Phanerozoic,PusgillianGSL1982(Harland1983),1982,
Rhuddanian,inScheme,Age,439,unspecified,unspecified,unspecified,GSL1982(Harland1983),04_33_64_44_11,Phanerozoic,RhuddanianGSL1982(Harland1983),1982,
Sheinwoodian,inScheme,Age,unspecified,unspecified,unspecified,unspecified,GSL1982(Harland1983),04_33_64_43_11,Phanerozoic,SheinwoodianGSL1982(Harland1983),1982,
Gorstian,inScheme,Age,unspecified,unspecified,unspecified,unspecified,GSL1982(Harland1983),04_33_64_42_11,Phanerozoic,GorstianGSL1982(Harland1983),1982,
Gedinnian,inScheme,Age,409,unspecified,unspecified,unspecified,GSL1982(Harland1983),04_33_63_33_11,Phanerozoic,GedinnianGSL1982(Harland1983),1982,
Eifelian,inScheme,Age,unspecified,unspecified,unspecified,unspecified,GSL1982(Harland1983),04_33_63_32_11,Phanerozoic,EifelianGSL1982(Harland1983),1982,
Frasnian,inScheme,Age,unspecified,unspecified,365,unspecified,GSL1982(Harland1983),04_33_63_31_11,Phanerozoic,FrasnianGSL1982(Harland1983),1982,
Hastarian,inScheme,Age,365,unspecified,unspecified,unspecified,GSL1982(Harland1983),04_33_62_(22)_33_11,Phanerozoic,HastarianGSL1982(Harland1983),1982,
Chadian,inScheme,Age,unspecified,unspecified,325,unspecified,GSL1982(Harland1983),04_33_62_(22)_32_11,Phanerozoic,ChadianGSL1982(Harland1983),1982,
Chokierian,inScheme,Age,325,unspecified,unspecified,unspecified,GSL1982(Harland1983),04_33_62_(22)_31_11,Phanerozoic,ChokierianGSL1982(Harland1983),1982,
Kinderscoutian,inScheme,Age,unspecified,unspecified,unspecified,unspecified,GSL1982(Harland1983),04_33_62_(21)_44_11,Phanerozoic,KinderscoutianGSL1982(Harland1983),1982,
Vereiskian,inScheme,Age,unspecified,unspecified,unspecified,unspecified,GSL1982(Harland1983),04_33_62_(21)_43_11,Phanerozoic,VereiskianGSL1982(Harland1983),1982,
Krevyakinsk,inScheme,Age,unspecified,unspecified,unspecified,unspecified,GSL1982(Harland1983),04_33_62_(21)_42_11,Phanerozoic,KrevyakinskGSL1982(Harland1983),1982,
Klazminskian,inScheme,Age,unspecified,unspecified,290,unspecified,GSL1982(Harland1983),04_33_62_(21)_41_11,Phanerozoic,KlazminskianGSL1982(Harland1983),1982,
Asselian,inScheme,Age,290,unspecified,unspecified,unspecified,GSL1982(Harland1983),04_33_61_22_11,Phanerozoic,AsselianGSL1982(Harland1983),1982,
Ufimian,inScheme,Age,unspecified,unspecified,250,unspecified,GSL1982(Harland1983),04_33_61_21_11,Phanerozoic,UfimianGSL1982(Harland1983),1982,
Griesbachian,inScheme,Age,250,unspecified,245,unspecified,GSL1982(Harland1983),04_32_33_33_11,Phanerozoic,GriesbachianGSL1982(Harland1983),1982,
Aniaian,inScheme,Age,245,unspecified,230,unspecified,GSL1982(Harland1983),04_32_33_32_11,Phanerozoic,AniaianGSL1982(Harland1983),1982,
Carnian,inScheme,Age,230,unspecified,205,unspecified,GSL1982(Harland1983),04_32_33_31_11,Phanerozoic,CarnianGSL1982(Harland1983),1982,
Hettangian,inScheme,Age,205,unspecified,175,unspecified,GSL1982(Harland1983),04_32_32_33_11,Phanerozoic,HettangianGSL1982(Harland1983),1982,
Bajocian,inScheme,Age,175,unspecified,154,unspecified,GSL1982(Harland1983),04_32_32_32_11,Phanerozoic,BajocianGSL1982(Harland1983),1982,
Oxfordian,inScheme,Age,154,unspecified,135,unspecified,GSL1982(Harland1983),04_32_32_31_11,Phanerozoic,OxfordianGSL1982(Harland1983),1982,
Berriasian,inScheme,Age,135,unspecified,unspecified,unspecified,GSL1982(Harland1983),04_32_31_22_(22)_11,Phanerozoic,BerriasianGSL1982(Harland1983),1982,
Barremian,inScheme,Age,unspecified,unspecified,95.5,unspecified,GSL1982(Harland1983),04_32_31_22_(21)_11,Phanerozoic,BarremianGSL1982(Harland1983),1982,
Cenomanian,inScheme,Age,95.5,unspecified,unspecified,unspecified,GSL1982(Harland1983),04_32_31_21_(22)_11,Phanerozoic,CenomanianGSL1982(Harland1983),1982,
Coniacian,inScheme,Age,unspecified,unspecified,66.5,unspecified,GSL1982(Harland1983),04_32_31_21_(21)_11,Phanerozoic,ConiacianGSL1982(Harland1983),1982,
Danian,inScheme,Age,66.5,unspecified,58,unspecified,GSL1982(Harland1983),04_31_33_33_11,Phanerozoic,DanianGSL1982(Harland1983),1982,
Ypresian,inScheme,Age,58,unspecified,36.5,unspecified,GSL1982(Harland1983),04_31_33_32_11,Phanerozoic,YpresianGSL1982(Harland1983),1982,
Rupelian,inScheme,Age,36.5,unspecified,23-24,unspecified,GSL1982(Harland1983),04_31_33_31_11,Phanerozoic,RupelianGSL1982(Harland1983),1982,
Aquitanian,inScheme,Age,23-24,unspecified,5.3,unspecified,GSL1982(Harland1983),04_31_32_22_11,Phanerozoic,AquitanianGSL1982(Harland1983),1982,
Zanclian,inScheme,Age,5.3,unspecified,1.8-2,unspecified,GSL1982(Harland1983),04_31_32_21_11,Phanerozoic,ZanclianGSL1982(Harland1983),1982,
Pleistocene,inScheme,Age,1.8-2,unspecified,0,unspecified,GSL1982(Harland1983),04_31_31_11_11,Phanerozoic,PleistoceneGSL1982(Harland1983),1982,
Paleozoic,inScheme,Era,530,unspecified,245,unspecified,NDS1982(Harland1983),04_33,Phanerozoic,PaleozoicNDS1982(Harland1983),1982,
Mesozoic,inScheme,Era,245,unspecified,65,unspecified,NDS1982(Harland1983),04_32,Phanerozoic,MesozoicNDS1982(Harland1983),1982,
Cenozoic,inScheme,Era,65,unspecified,0,0,NDS1982(Harland1983),04_31,Phanerozoic,CenozoicNDS1982(Harland1983),1982,
Cambrian,inScheme,Period,530,unspecified,495,unspecified,NDS1982(Harland1983),04_33_66,Phanerozoic,CambrianNDS1982(Harland1983),1982,
Ordovician,inScheme,Period,495,unspecified,418,unspecified,NDS1982(Harland1983),04_33_65,Phanerozoic,OrdovicianNDS1982(Harland1983),1982,
Silurian,inScheme,Period,418,unspecified,400,unspecified,NDS1982(Harland1983),04_33_64,Phanerozoic,SilurianNDS1982(Harland1983),1982,
Devonian,inScheme,Period,400,unspecified,360,unspecified,NDS1982(Harland1983),04_33_63,Phanerozoic,DevonianNDS1982(Harland1983),1982,
Carboniferous,inScheme,Period,360,unspecified,290,unspecified,NDS1982(Harland1983),04_33_62,Phanerozoic,CarboniferousNDS1982(Harland1983),1982,
Permian,inScheme,Period,290,unspecified,245,unspecified,NDS1982(Harland1983),04_33_61,Phanerozoic,PermianNDS1982(Harland1983),1982,
Triassic,inScheme,Period,245,unspecified,204,unspecified,NDS1982(Harland1983),04_32_33,Phanerozoic,TriassicNDS1982(Harland1983),1982,
Jurassic,inScheme,Period,204,unspecified,130,unspecified,NDS1982(Harland1983),04_32_32,Phanerozoic,JurassicNDS1982(Harland1983),1982,
Cretaceous,inScheme,Period,130,unspecified,65,unspecified,NDS1982(Harland1983),04_32_31,Phanerozoic,CretaceousNDS1982(Harland1983),1982,
Paleogene,inScheme,Period,65,unspecified,23,unspecified,NDS1982(Harland1983),04_31_33,Phanerozoic,PaleogeneNDS1982(Harland1983),1982,
Neogene,inScheme,Period,23,unspecified,1.8-2,unspecified,NDS1982(Harland1983),04_31_32,Phanerozoic,NeogeneNDS1982(Harland1983),1982,
Pleistogene,inScheme,Period,1.8-2,unspecified,0,0,NDS1982(Harland1983),04_31_31,Phanerozoic,PleistogeneNDS1982(Harland1983),1982,
Mississippian,inScheme,Subperiod,360,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_62_(22),Phanerozoic,MississippianNDS1982(Harland1983),1982,
Pennsylvanian,inScheme,Subperiod,unspecified,unspecified,290,unspecified,NDS1982(Harland1983),04_33_62_(21),Phanerozoic,PennsylvanianNDS1982(Harland1983),1982,
Caerfai,inScheme,Epoch,530,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_66_33,Phanerozoic,CaerfaiNDS1982(Harland1983),1982,
St.Davids,inScheme,Epoch,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_66_32,Phanerozoic,St.DavidsNDS1982(Harland1983),1982,
Merioneth,inScheme,Epoch,unspecified,unspecified,495,unspecified,NDS1982(Harland1983),04_33_66_31,Phanerozoic,MerionethNDS1982(Harland1983),1982,
EarlyOrdovician,inScheme,Epoch,495,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_65_33,Phanerozoic,EarlyOrdovicianNDS1982(Harland1983),1982,
MiddleOrdovician,inScheme,Epoch,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_65_32,Phanerozoic,MiddleOrdovicianNDS1982(Harland1983),1982,
LateOrdovician,inScheme,Epoch,unspecified,unspecified,418,unspecified,NDS1982(Harland1983),04_33_65_31,Phanerozoic,LateOrdovicianNDS1982(Harland1983),1982,
Llandovery,inScheme,Epoch,418,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_64_44,Phanerozoic,LlandoveryNDS1982(Harland1983),1982,
Wenlock,inScheme,Epoch,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_64_43,Phanerozoic,WenlockNDS1982(Harland1983),1982,
Ludlow,inScheme,Epoch,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_64_42,Phanerozoic,LudlowNDS1982(Harland1983),1982,
Pridoli,inScheme,Epoch,unspecified,unspecified,400,unspecified,NDS1982(Harland1983),04_33_64_41,Phanerozoic,PridoliNDS1982(Harland1983),1982,
EarlyDevonian,inScheme,Epoch,400,unspecified,385,unspecified,NDS1982(Harland1983),04_33_63_33,Phanerozoic,EarlyDevonianNDS1982(Harland1983),1982,
MiddleDevonian,inScheme,Epoch,385,unspecified,375,unspecified,NDS1982(Harland1983),04_33_63_32,Phanerozoic,MiddleDevonianNDS1982(Harland1983),1982,
LateDevonian,inScheme,Epoch,375,unspecified,360,unspecified,NDS1982(Harland1983),04_33_63_31,Phanerozoic,LateDevonianNDS1982(Harland1983),1982,
Tournaisian,inScheme,Epoch,360,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_62_(22)_33,Phanerozoic,TournaisianNDS1982(Harland1983),1982,
Visean,inScheme,Epoch,unspecified,unspecified,320,unspecified,NDS1982(Harland1983),04_33_62_(22)_32,Phanerozoic,ViseanNDS1982(Harland1983),1982,
Serpukhovian,inScheme,Epoch,320,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_62_(22)_31,Phanerozoic,SerpukhovianNDS1982(Harland1983),1982,
Bashkirian,inScheme,Epoch,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_62_(21)_44,Phanerozoic,BashkirianNDS1982(Harland1983),1982,
Moscovian,inScheme,Epoch,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_62_(21)_43,Phanerozoic,MoscovianNDS1982(Harland1983),1982,
Kasimovian,inScheme,Epoch,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_62_(21)_42,Phanerozoic,KasimovianNDS1982(Harland1983),1982,
Gzelian,inScheme,Epoch,unspecified,unspecified,290,unspecified,NDS1982(Harland1983),04_33_62_(21)_41,Phanerozoic,GzelianNDS1982(Harland1983),1982,
EarlyPermian,inScheme,Epoch,290,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_61_22,Phanerozoic,EarlyPermianNDS1982(Harland1983),1982,
LatePermian,inScheme,Epoch,unspecified,unspecified,245,unspecified,NDS1982(Harland1983),04_33_61_21,Phanerozoic,LatePermianNDS1982(Harland1983),1982,
EarlyTriassic,inScheme,Epoch,245,unspecified,239,unspecified,NDS1982(Harland1983),04_32_33_33,Phanerozoic,EarlyTriassicNDS1982(Harland1983),1982,
MiddleTriassic,inScheme,Epoch,239,unspecified,229,unspecified,NDS1982(Harland1983),04_32_33_32,Phanerozoic,MiddleTriassicNDS1982(Harland1983),1982,
LateTriassic,inScheme,Epoch,229,unspecified,204,unspecified,NDS1982(Harland1983),04_32_33_31,Phanerozoic,LateTriassicNDS1982(Harland1983),1982,
EarlyJurassic,inScheme,Epoch,204,unspecified,178,unspecified,NDS1982(Harland1983),04_32_32_33,Phanerozoic,EarlyJurassicNDS1982(Harland1983),1982,
MiddleJurassic,inScheme,Epoch,178,unspecified,150,unspecified,NDS1982(Harland1983),04_32_32_32,Phanerozoic,MiddleJurassicNDS1982(Harland1983),1982,
LateJurassic,inScheme,Epoch,150,unspecified,130,unspecified,NDS1982(Harland1983),04_32_32_31,Phanerozoic,LateJurassicNDS1982(Harland1983),1982,
EarlyCretaceous,inScheme,Epoch,130,unspecified,95,unspecified,NDS1982(Harland1983),04_32_31_22,Phanerozoic,EarlyCretaceousNDS1982(Harland1983),1982,
LateCretaceous,inScheme,Epoch,95,unspecified,65,unspecified,NDS1982(Harland1983),04_32_31_21,Phanerozoic,LateCretaceousNDS1982(Harland1983),1982,
Paleocene,inScheme,Epoch,65,unspecified,53,unspecified,NDS1982(Harland1983),04_31_33_33,Phanerozoic,PaleoceneNDS1982(Harland1983),1982,
Eocene,inScheme,Epoch,53,unspecified,34,unspecified,NDS1982(Harland1983),04_31_33_32,Phanerozoic,EoceneNDS1982(Harland1983),1982,
Oligocene,inScheme,Epoch,34,unspecified,23,unspecified,NDS1982(Harland1983),04_31_33_31,Phanerozoic,OligoceneNDS1982(Harland1983),1982,
Miocene,inScheme,Epoch,23,unspecified,5-5.5,unspecified,NDS1982(Harland1983),04_31_32_22,Phanerozoic,MioceneNDS1982(Harland1983),1982,
Pliocene,inScheme,Epoch,5-5.5,unspecified,1.8-2,unspecified,NDS1982(Harland1983),04_31_32_21,Phanerozoic,PlioceneNDS1982(Harland1983),1982,
Tremadoc,inScheme,Subepoch,495,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_65_33_(22),Phanerozoic,TremadocNDS1982(Harland1983),1982,
Arenig,inScheme,Subepoch,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_65_33_(21),Phanerozoic,ArenigNDS1982(Harland1983),1982,
Llanvirn,inScheme,Subepoch,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_65_32_(22),Phanerozoic,LlanvirnNDS1982(Harland1983),1982,
Llandeilo,inScheme,Subepoch,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_65_32_(21),Phanerozoic,LlandeiloNDS1982(Harland1983),1982,
Caradoc,inScheme,Subepoch,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_65_31_(22),Phanerozoic,CaradocNDS1982(Harland1983),1982,
Ashgill,inScheme,Subepoch,unspecified,unspecified,418,unspecified,NDS1982(Harland1983),04_33_65_31_(21),Phanerozoic,AshgillNDS1982(Harland1983),1982,
Neocomian,inScheme,Subepoch,130,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_32_31_22_(22),Phanerozoic,NeocomianNDS1982(Harland1983),1982,
Senonian,inScheme,Subepoch,unspecified,unspecified,65,unspecified,NDS1982(Harland1983),04_32_31_21_(21),Phanerozoic,SenonianNDS1982(Harland1983),1982,
Tommotian,inScheme,Age,530,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_66_33_11,Phanerozoic,TommotianNDS1982(Harland1983),1982,
Solvan,inScheme,Age,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_66_32_11,Phanerozoic,SolvanNDS1982(Harland1983),1982,
Maentwrogian,inScheme,Age,unspecified,unspecified,495,unspecified,NDS1982(Harland1983),04_33_66_31_11,Phanerozoic,MaentwrogianNDS1982(Harland1983),1982,
Costonian,inScheme,Age,495,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_65_31_(22)_11,Phanerozoic,CostonianNDS1982(Harland1983),1982,
Pusgillian,inScheme,Age,unspecified,unspecified,418,unspecified,NDS1982(Harland1983),04_33_65_31_(21)_11,Phanerozoic,PusgillianNDS1982(Harland1983),1982,
Rhuddanian,inScheme,Age,418,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_64_44_11,Phanerozoic,RhuddanianNDS1982(Harland1983),1982,
Sheinwoodian,inScheme,Age,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_64_43_11,Phanerozoic,SheinwoodianNDS1982(Harland1983),1982,
Gorstian,inScheme,Age,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_64_42_11,Phanerozoic,GorstianNDS1982(Harland1983),1982,
Gedinnian,inScheme,Age,400,unspecified,385,unspecified,NDS1982(Harland1983),04_33_63_33_11,Phanerozoic,GedinnianNDS1982(Harland1983),1982,
Eifelian,inScheme,Age,385,unspecified,375,unspecified,NDS1982(Harland1983),04_33_63_32_11,Phanerozoic,EifelianNDS1982(Harland1983),1982,
Frasnian,inScheme,Age,375,unspecified,360,unspecified,NDS1982(Harland1983),04_33_63_31_11,Phanerozoic,FrasnianNDS1982(Harland1983),1982,
Hastarian,inScheme,Age,360,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_62_(22)_33_11,Phanerozoic,HastarianNDS1982(Harland1983),1982,
Chadian,inScheme,Age,unspecified,unspecified,320,unspecified,NDS1982(Harland1983),04_33_62_(22)_32_11,Phanerozoic,ChadianNDS1982(Harland1983),1982,
Chokierian,inScheme,Age,320,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_62_(22)_31_11,Phanerozoic,ChokierianNDS1982(Harland1983),1982,
Kinderscoutian,inScheme,Age,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_62_(21)_44_11,Phanerozoic,KinderscoutianNDS1982(Harland1983),1982,
Vereiskian,inScheme,Age,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_62_(21)_43_11,Phanerozoic,VereiskianNDS1982(Harland1983),1982,
Krevyakinsk,inScheme,Age,unspecified,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_62_(21)_42_11,Phanerozoic,KrevyakinskNDS1982(Harland1983),1982,
Klazminskian,inScheme,Age,unspecified,unspecified,290,unspecified,NDS1982(Harland1983),04_33_62_(21)_41_11,Phanerozoic,KlazminskianNDS1982(Harland1983),1982,
Asselian,inScheme,Age,290,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_33_61_22_11,Phanerozoic,AsselianNDS1982(Harland1983),1982,
Ufimian,inScheme,Age,unspecified,unspecified,245,unspecified,NDS1982(Harland1983),04_33_61_21_11,Phanerozoic,UfimianNDS1982(Harland1983),1982,
Griesbachian,inScheme,Age,245,unspecified,239,unspecified,NDS1982(Harland1983),04_32_33_33_11,Phanerozoic,GriesbachianNDS1982(Harland1983),1982,
Aniaian,inScheme,Age,239,unspecified,229,unspecified,NDS1982(Harland1983),04_32_33_32_11,Phanerozoic,AniaianNDS1982(Harland1983),1982,
Carnian,inScheme,Age,229,unspecified,204,unspecified,NDS1982(Harland1983),04_32_33_31_11,Phanerozoic,CarnianNDS1982(Harland1983),1982,
Hettangian,inScheme,Age,204,unspecified,178,unspecified,NDS1982(Harland1983),04_32_32_33_11,Phanerozoic,HettangianNDS1982(Harland1983),1982,
Bajocian,inScheme,Age,178,unspecified,150,unspecified,NDS1982(Harland1983),04_32_32_32_11,Phanerozoic,BajocianNDS1982(Harland1983),1982,
Oxfordian,inScheme,Age,150,unspecified,130,unspecified,NDS1982(Harland1983),04_32_32_31_11,Phanerozoic,OxfordianNDS1982(Harland1983),1982,
Berriasian,inScheme,Age,130,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_32_31_22_(22)_11,Phanerozoic,BerriasianNDS1982(Harland1983),1982,
Barremian,inScheme,Age,unspecified,unspecified,95,unspecified,NDS1982(Harland1983),04_32_31_22_(21)_11,Phanerozoic,BarremianNDS1982(Harland1983),1982,
Cenomanian,inScheme,Age,95,unspecified,unspecified,unspecified,NDS1982(Harland1983),04_32_31_21_(22)_11,Phanerozoic,CenomanianNDS1982(Harland1983),1982,
Coniacian,inScheme,Age,unspecified,unspecified,65,unspecified,NDS1982(Harland1983),04_32_31_21_(21)_11,Phanerozoic,ConiacianNDS1982(Harland1983),1982,
Danian,inScheme,Age,65,unspecified,53,unspecified,NDS1982(Harland1983),04_31_33_33_11,Phanerozoic,DanianNDS1982(Harland1983),1982,
Ypresian,inScheme,Age,53,unspecified,34,unspecified,NDS1982(Harland1983),04_31_33_32_11,Phanerozoic,YpresianNDS1982(Harland1983),1982,
Rupelian,inScheme,Age,34,unspecified,23,unspecified,NDS1982(Harland1983),04_31_33_31_11,Phanerozoic,RupelianNDS1982(Harland1983),1982,
Aquitanian,inScheme,Age,23,unspecified,5-5.5,unspecified,NDS1982(Harland1983),04_31_32_22_11,Phanerozoic,AquitanianNDS1982(Harland1983),1982,
Zanclian,inScheme,Age,5-5.5,unspecified,1.8-2,unspecified,NDS1982(Harland1983),04_31_32_21_11,Phanerozoic,ZanclianNDS1982(Harland1983),1982,
Pleistocene,inScheme,Age,1.8-2,unspecified,0,0,NDS1982(Harland1983),04_31_31_11_11,Phanerozoic,PleistoceneNDS1982(Harland1983),1982,
Paleozoic,inScheme,Era,579,unspecified,230,unspecified,PTSICC(Harland1983),04_33,Phanerozoic,PaleozoicPTSICC(Harland1983),1983,
Mesozoic,inScheme,Era,230,unspecified,67,unspecified,PTSICC(Harland1983),04_32,Phanerozoic,MesozoicPTSICC(Harland1983),1983,
Cenozoic,inScheme,Era,67,unspecified,0,0,PTSICC(Harland1983),04_31,Phanerozoic,CenozoicPTSICC(Harland1983),1983,
Cambrian,inScheme,Period,579,unspecified,unspecified,unspecified,PTSICC(Harland1983),04_33_66,Phanerozoic,CambrianPTSICC(Harland1983),1983,
Ordovician,inScheme,Period,unspecified,unspecified,443,unspecified,PTSICC(Harland1983),04_33_65,Phanerozoic,OrdovicianPTSICC(Harland1983),1983,
Silurian,inScheme,Period,443,unspecified,403,unspecified,PTSICC(Harland1983),04_33_64,Phanerozoic,SilurianPTSICC(Harland1983),1983,
Devonian,inScheme,Period,403,unspecified,352,unspecified,PTSICC(Harland1983),04_33_63,Phanerozoic,DevonianPTSICC(Harland1983),1983,
Carboniferous,inScheme,Period,352,unspecified,286,unspecified,PTSICC(Harland1983),04_33_62,Phanerozoic,CarboniferousPTSICC(Harland1983),1983,
Permian,inScheme,Period,286,unspecified,230,unspecified,PTSICC(Harland1983),04_33_61,Phanerozoic,PermianPTSICC(Harland1983),1983,
Triassic,inScheme,Period,230,unspecified,196,unspecified,PTSICC(Harland1983),04_32_33,Phanerozoic,TriassicPTSICC(Harland1983),1983,
Jurassic,inScheme,Period,196,unspecified,139-150,unspecified,PTSICC(Harland1983),04_32_32,Phanerozoic,JurassicPTSICC(Harland1983),1983,
Cretaceous,inScheme,Period,139-150,unspecified,67,unspecified,PTSICC(Harland1983),04_32_31,Phanerozoic,CretaceousPTSICC(Harland1983),1983,
